word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,en,pof,example,pof_ko,example_ko,word2,syn_n,syn_v,syn_a,ant2
derisive,조롱[조소]하는,嘲笑的，讥笑的，嘲讽的,,/dɪˈrʌɪsɪv/,,"ridiculing, jeering, scoffing, jibing, pillorying, teasing, derisory, snide","From the participle stem of Latin dērīdeō (“I deride”).
","A derisive noise, expression, or remark expresses contempt.",[ADJ],"There was a short, derisive laugh.",[형용사],"She gave a short, derisive laugh.",derisive,,,"contemptuous, disdainful, mocking, scornful ",admiring
subdue,진압하다,压制；制服；控制,,/səbˈdjuː/,,"defeat, vanquish, get the better of, overpower, overcome, overwhelm, crush, quash, quell, beat, trounce, subjugate, master, suppress, gain the upper hand over, triumph over, tame, bring someone to their knees, hold in check, humble, chasten, cow","From Old French souduire, from Latin subdūcere (“to draw away”), perhaps influenced by Latin subdere (“subdue, subject”).
","If soldiers or the police subdue a group of people, they defeat them or bring them under control by using force.",[VERB],Senior government officials admit they have not been able to subdue the rebels.,[동사],Troops were called in to subdue the rebels.,subdue,,"repress, stifle, suppress, lower, moderate, temper, assuage, calm, mollify, soothe, conquer, defeat, master, overthrow, vanquish ",,"arouse, augment, excite  succumb"
falsehood,거짓임; 거짓말하기,说谎,,/ˈfɔːlshʊd/,,"fib, untruth, false statement, falsification, fabrication, invention, piece of fiction, fiction, story, yarn, made-up story, trumped-up story, fake news, cock and bull story, flight of fancy, figment of the imagination","From Middle English falshede, from false + -hede.
",Falsehood is the quality or fact of being untrue or of being a lie.,[NOUN],She called the verdict a victory of truth over falsehood.,[명사],to test the truth or falsehood of her claims,falsehood,"fib, lie, story, tale, fabrication, misrepresentation, untruth, deceit, dishonesty, lying ",,, truth  honesty
respite,"(곤경·불쾌한 일의) 일시적인 중단, 한숨 돌리기",暂停；暂时中止；暂时缓解,,/ˈrɛspʌɪt/,,"break, breathing space, interval, intermission, interlude, recess, lull, pause, time out, hiatus, halt, stop, stoppage, cessation, discontinuation, standstill","From Anglo-Norman and Old French respit (“rest”), from Latin respectus. Doublet of respect.
",A respite is a short period of rest from something unpleasant.,[NOUN],It was some weeks now since they had had any respite from shellfire.,[명사],The drug brought a brief respite from the pain.,respite,"break, lull, recess  rest",,,
benediction,축복(의 기도),向上帝祈福,,/ˌbɛnɪˈdɪkʃ(ə)n/,,"consecration, sanctification, hallowing, benediction","Borrowed from Ecclesiastical Latin benedictio, benedictionis, from benedictus (“blessed; well spoken of”). Doublet of benison.
",A benediction is a kind of Christian prayer.,[NOUN],The minister pronounced the benediction,[명사],,benediction,"benison, blessing, consecration, prayer ",,,curse
renounce,"(직함·직책 등을 공식적으로) 포기[단념]하다, 포기를 선언하다",声明放弃；宣布放弃；弃绝,,/rɪˈnaʊns/,,"refuse to abide by, refuse to recognize, repudiate","From Old French renoncier (French renoncer), from Latin renuntiare.
","If you renounce a belief or a way of behaving, you decide and declare publicly that you no longer have that belief or will no longer behave in that way.",[VERB],After a period of imprisonment she renounced terrorism,[동사],to renounce a claim/title/privilege/right,renounce,,"abjure, forswear, reject, repudiate, abandon, disown, forsake, abdicate, give up, relinquish ",,"assert, maintain  claim"
prognosis,예후(豫後),预后，预断（指医生对病情发展的预测）,,/prɒɡˈnəʊsɪs/,,"prognosis, judgement, verdict, pronouncement, conclusion, interpretation","Borrowed from Latin prognōsis, from Ancient Greek πρόγνωσις (prógnōsis, “foreknowledge, perceiving beforehand, prediction”), from prefix προ- (pro-, “before”) + γνῶσις (gnôsis, “inquiry, investigation, knowing”), from γιγνώσκω (gignṓskō, “know”). First attested in the mid 17th century. Equivalent to Germanic cognate foreknowledge, Latinate cognate precognition, and Sanskritic cognate prajna.
","A prognosis is an estimate of the future of someone or something, especially about whether a patient will recover from an illness.",[NOUN],If the cancer is caught early the prognosis is excellent.,[명사],,prognosis,"forecast, guess, outlook, prognostication, projection  prophecy",,,
homeostasis,항상성,内环境稳定，体内动态平衡（生物、活细胞、组织等，在其外部环境变化的情况下，保持内部不变或平衡状态的能力或趋向）,,/ˌhɒmɪə(ʊ)ˈsteɪsɪs/,,,"Coined from Ancient Greek ὅμοιος (hómoios, “similar”) + ἵστημι (hístēmi, “standing still”)/stasis (from στάσις (stásis)) by Walter Bradford Cannon.
",the maintenance of metabolic equilibrium within an animal by a tendency to compensate for disrupting changes,[NOUN],,[명사],,homeostasis,,,,
charade,"가식, 위장",显而易见的作假；明显的伪装,,/ʃəˈrɑːd/,,"pantomime, travesty, mockery, parody, pretence, act, masquerade, sham, fake, false display, show, front, facade","From French charade, charrade (“prattle, idle conversation; a kind of riddle”), probably from Occitan charrada (“conversation; chatter”), from charrar (“to chat; to chatter”) + -ada.[1] As a round of the game, originally a clipping of acting charade but now usually understood and formed as a back-formation from charades.
","If you describe someone's actions as a charade, you mean that their actions are so obviously false that they do not convince anyone.",[NOUN],I wondered why he had gone through the elaborate charade,[명사],Their whole marriage had been a charade—they had never loved each other.,charade,,,,
counterpart,"(다른 장소나 상황에서 어떤 사람·사물과 동일한 지위나 기능을 갖는) 상대, 대응 관계에 있는 사람[것]",（与不同地方或组织的人或物）作用相同者，相对应者,,/ˈkaʊntəpɑːt/,,"opposite number, peer, equal, parallel, complement, match, twin, mate, fellow, brother, sister, analogue, correlative","Recorded since 1451, originally as countre part ""duplicate of a legal document"", from Old French contrepartie, itself from contre (“facing, opposite”) (from Latin contra (“against”)) + partie (“copy of a person or thing”) (originally past participle of partīre (“to divide”)). Equivalent to counter- +‎ part.
",Someone's or something's counterpart is another person or thing that has a similar function or position in a different place.,[NOUN],The Foreign Secretary telephoned his Italian counterpart to protest.,[명사],The Foreign Minister held talks with his Chinese counterpart.,counterpart,"companion, complement, correlative, analogue, equal, parallel  twin",,,
mendacious,"진실을 말하지 않는, 허위인",虚假的，捏造的，不真实的,,/mɛnˈdeɪʃəs/,,"untruthful, dishonest, deceitful, false, dissembling, insincere, disingenuous, hypocritical, fraudulent, double-dealing, two-faced, Janus-faced, two-timing, duplicitous, perjured, perfidious","Borrowed from Middle French mendacieux, from Latin mendācium (“lie, untruth”), from mendāx (“lying”).
",A mendacious person is someone who tells lies. A mendacious statement is one that is a lie.,[ADJ],an astonishing display of cowardice and mendacity.,[형용사],,mendacious,,,,
engender,(어떤 감정·상황을) 낳다[불러일으키다],引起（某种感觉）；导致；产生,,/ɪnˈdʒɛndə/,,"be the cause of, give rise to, bring about, lead to, result in, produce, create, generate, arouse, rouse, provoke, incite, kindle, trigger, spark off, touch off, stir up, whip up, induce, inspire, instigate, foment, effect, occasion, promote, foster",,"If someone or something engenders a particular feeling, atmosphere, or situation, they cause it to occur.",[VERB],It helps engender a sense of common humanity,[동사],The issue engendered controversy.,engender,,"cause, generate, occasion, produce, bear, beget, breed, sire ",,prevent
centrifuge,원심 분리기,离心机,,/ˈsɛntrɪfjuːdʒ/,,,"From French centrifuge from Latin centrum (“center”) + fugiō (“to flee”)
",A centrifuge is a machine that spins mixtures of different substances around very quickly so that they separate by centrifugal force.,[NOUN],,[명사],,centrifuge,,,,
dogma,"(독단적인) 신조, 도그마",（尤指宗教的）教义，教条，信条,,/ˈdɒɡmə/,,"belief, conviction, tenet, principle, ethic, precept, maxim, article of faith, canon, law, rule",English Wikipedia has an article on:dogmaWikipedia,"If you refer to a belief or a system of beliefs as a dogma, you disapprove of it because people are expected to accept that it is true, without questioning it.",[NOUN],Their political dogma has blinded them to the real needs of the country,[명사],political/religious/party dogma,dogma,"beliefs, convictions, creed, doctrine, precepts, teachings  tenets",,,
ration,(전시 같은 경우에 식품연료 등의) 배급량,（尤指在分配物短缺时的）配给量，定量配给,,/ˈraʃ(ə)n/,,"allocation, quota, fixed amount, amount, quantity, share, portion, helping, allotment, measure, part, lot, proportion, percentage","From French ration. Doublet of reason and ratio.
","When there is not enough of something, your ration of it is the amount that you are allowed to have.",[NOUN],The meat ration was down to one pound per person per week,[명사],the weekly butter ration,ration,"allocation, measure, portion, quota, share, rations, provisions, stock, supplies, victuals ","allocate, allot, apportion, dole out, mete out  proportion",,
clement,온화한,（指天气）温和的，宜人的,,/ˈklɛm(ə)nt/,,"gentle, temperate, summery, calm, tranquil, clement, fine, pleasant, benign, soothing, soft","From Old French, from Latin clēmēns.[1]
",Clement weather is pleasantly mild and dry.,[ADJ],,[형용사],,clement,,,"charitable, compassionate, indulgent, lenient, merciful, balmy, fair, mild, moderate, temperate",pitiless  stormy
polyphony,"다성음악, 폴리포니",多声曲；复调音乐,,/pəˈlɪf(ə)ni/,,"polyphony, consonance","From poly- +‎ -phony.
",polyphonic style of composition or a piece of music utilizing it,[NOUN],,[명사],,polyphony,,,,
enamored,"매혹된, 홀딱 반한, 사랑에 빠진",使倾心，使迷恋,,,,,"enamor +‎ -ed
","If you are enamoured of something, you like or admire it a lot. If you are not enamoured of something, you dislike or disapprove of it.",[ADJ],I became totally enamored of the wildflowers there,[형용사],He was less than enamoured of the music.,enamored,,"charm, enchant, enthrall, fascinate, infatuate",,repulse
assay,"금속의 순도 분석, 시금",鉴定，化验，分析（化学物质的纯度）,,/əˈseɪ/,,"assessment, analysis, examination, test, trial, check, inspection, appraisal, investigation, scrutiny, probe","From Middle English assay (noun) and assayen (verb), from Anglo-Norman assai (noun) and Anglo-Norman assaier (verb), from Old French essai. Doublet of essay.
",An assay is a test of a substance to find out what chemicals it contains. It is usually carried out to find out how pure a substance is.,[NOUN],,[명사],,assay,,"attempt, endeavor, try, undertake, analyze, appraise, estimate, evaluate  test",,
